serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAVHNVPBW,01/04/2018 12:00:00 AM,CHIPOTLE MEXICAN GRILL,98,A,1,ROUTINE INSPECTION,EE0000835,7660 W SUNSET BLVD,LOS ANGELES,FA0008978,CA,90046,OW0007608,"CHIPOTLE MEXICAN GRILL, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHIPOTLE MEXICAN GRILL,ACTIVE,PR0042759
DAVIAWL1H,03/06/2018 12:00:00 AM,HILTON HOTEL - THE BISTRO,93,A,1,ROUTINE INSPECTION,EE0000955,5711 W CENTURY BLVD,LOS ANGELES,FA0016902,CA,90045,OW0012185,FORTUNA ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,HILTON HOTEL BANQUET KITCHEN,ACTIVE,PR0011452
DAVITCIUC,03/13/2018 12:00:00 AM,MARAVILLA UTILITY SERVICES &,90,A,1,ROUTINE INSPECTION,EE0001049,4732 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0066358,CA,90022,OW0001818,AGUILAR LIDIA ALICIA MORALES,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,MARAVILLA UTILITY SERVICES &,ACTIVE,PR0000463
DAVJAURUF,03/22/2018 12:00:00 AM,DHA RAE OAK RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000884,1106 S WESTERN AVE,LOS ANGELES,FA0017778,CA,90006,OW0009263,D & H INTERNATIONAL ENTERPRI,RESTAURANT (61-150) SEATS HIGH RISK,1638,DHA RAE OAK RESTAURANT,ACTIVE,PR0003218
DAVJPJJ0W,03/30/2018 12:00:00 AM,HECHO EN MEXICO,90,A,1,ROUTINE INSPECTION,EE0000740,4976 E HUNTINGTON DR S,LOS ANGELES,FA0027371,CA,90032,OW0006528,"CASTRO, CONCEPCION",RESTAURANT (151 + ) SEATS HIGH RISK,1641,HECHO EN MEXICO,ACTIVE,PR0043081
DAVJVYSYV,01/03/2018 12:00:00 AM,SUPER PANDA CHINA BUFFET,90,A,1,ROUTINE INSPECTION,EE0000923,6300 YORK BLVD,LOS ANGELES,FA0071455,CA,90042,OW0040273,"ZHENG, MIN BIAO",RESTAURANT (61-150) SEATS HIGH RISK,1638,SUPER PANDA CHINA BUFFET,ACTIVE,PR0016546
DAVL09M0O,02/13/2018 12:00:00 AM,OZZIE'S DINER,91,A,1,ROUTINE INSPECTION,EE0000606,7780 E SLAUSON AVE,LOS ANGELES,FA0042771,CA,90040,OW0017358,JAM-AL INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,OZZIE'S DINER,ACTIVE,PR0020976
DAVL4MTHF,01/19/2018 12:00:00 AM,THE FLAME BROILER,91,A,1,ROUTINE INSPECTION,EE0000836,5383 W CENTINELA AVE,LOS ANGELES,FA0163851,CA,90045,OW0127394,"ZMJ, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,THE FLAME BROILER,ACTIVE,PR0152084
DAVLJGZR6,02/21/2018 12:00:00 AM,PETITE CAFE,91,A,1,ROUTINE INSPECTION,EE0000659,1262 S LA CIENEGA BLVD,LOS ANGELES,FA0245975,CA,90035,OW0240934,PETITE CAFE & COFFEE INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PETITE CAFE,ACTIVE,PR0194369
DAVLL25ZO,03/21/2018 12:00:00 AM,LA ABEJA,95,A,1,ROUTINE INSPECTION,EE0000923,3700 N FIGUEROA ST,LOS ANGELES,FA0033860,CA,90065,OW0012099,"FONSECA, ROGELIO",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA ABEJA,ACTIVE,PR0018005
DAVLSALLO,01/25/2018 12:00:00 AM,PEPES G. TACOS,92,A,1,ROUTINE INSPECTION,EE0000721,223 W 6TH ST,LOS ANGELES,FA0250725,CA,90014,OW0244788,JOSE Q GARIBAY,RESTAURANT (0-30) SEATS HIGH RISK,1632,PEPES G. TACOS,ACTIVE,PR0199756
DAVM5UFQY,02/28/2018 12:00:00 AM,MITSUWA MARKET PLACE,98,A,1,ROUTINE INSPECTION,EE0000144,3760 S CENTINELA AVE,LOS ANGELES,FA0039778,CA,90066,OW0024649,MITSUWA CORPORATION,RESTAURANT (31-60) SEATS HIGH RISK,1635,MITSUWA DELI,ACTIVE,PR0010620
DAVM95NMI,01/04/2018 12:00:00 AM,HOUSE OF BOBA,92,A,1,ROUTINE INSPECTION,EE0001025,5930 S MAIN ST,LOS ANGELES,FA0249320,CA,90003,OW0243592,YOON  SHIN  LEE,RESTAURANT (0-30) SEATS HIGH RISK,1632,HOUSE OF BOBA,ACTIVE,PR0198049
DAVMWND6E,01/10/2018 12:00:00 AM,HOOPER SHELL,100,A,1,ROUTINE INSPECTION,EE0000195,11913 S COMPTON AVE,LOS ANGELES,FA0029413,CA,90059,OW0016326,HOOPER INC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,HOOPER SHELL,ACTIVE,PR0000865
DAVNQRZO0,03/08/2018 12:00:00 AM,V'VALERIO'S FAMILY BAKESHOP,95,A,1,ROUTINE INSPECTION,EE0000904,4627 SANTA MONICA BLVD STE B,LOS ANGELES,FA0054064,CA,90029,OW0037155,VALERIO VICTOR,RESTAURANT (0-30) SEATS HIGH RISK,1632,V'VALERIO'S FAMILY BAKESHOP,ACTIVE,PR0004885
DAVNZO0T3,01/17/2018 12:00:00 AM,BAR CLACSON - ( 2ND LEVEL ),92,A,1,ROUTINE INSPECTION,EE0000721,351 S BROADWAY,LOS ANGELES,FA0242893,CA,90013-1207,OW0238430,"SPIRITED GROUP V, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BAR CLACSON - ( 2ND LEVEL ),ACTIVE,PR0191093
DAVOBMW03,02/21/2018 12:00:00 AM,SUBWAY #12851,94,A,1,ROUTINE INSPECTION,EE0000659,1270 S LA CIENEGA BLVD,LOS ANGELES,FA0049264,CA,90034,OW0018193,K & H SUBWAY INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #12851,ACTIVE,PR0012197
DAW2RWZCT,03/07/2018 12:00:00 AM,CHINA DEPOT,90,A,1,ROUTINE INSPECTION,EE0000468,6333 W 3RD ST 744,LOS ANGELES,FA0008743,CA,90036,OW0007002,"CHANG, CHIKON",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA DEPOT,ACTIVE,PR0009488
DAVOFEYCX,01/19/2018 12:00:00 AM,TLAYUDA LA MEXICAN RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000912,5450 SANTA MONICA BLVD,LOS ANGELES,FA0174225,CA,90029,OW0180926,TLAYUDA LA RESTAURANT LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,TLAYUDA LA MEXICAN RESTAURANT,ACTIVE,PR0167100
DAVQ2LYCO,02/27/2018 12:00:00 AM,MCDONALD'S,97,A,1,ROUTINE INSPECTION,EE0000799,1118 E SLAUSON AVE,LOS ANGELES,FA0066716,CA,90001,OW0026140,NKP MANAGEMENT INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MCDONALDS,ACTIVE,PR0009677
DAVQ3BU3Y,01/02/2018 12:00:00 AM,TAQUERIA EL CHARRITO,96,A,1,ROUTINE INSPECTION,EE0000893,811 N VIRGIL AVE,LOS ANGELES,FA0036346,CA,90029,OW0002110,ALFONSO VALDON RODRIGUEZ ETA,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA EL CHARRITO,ACTIVE,PR0029423
DAVQON0NS,01/31/2018 12:00:00 AM,AFC SUSHI @ RALPH'S #210,94,A,1,ROUTINE INSPECTION,EE0000338,11727 OLYMPIC BLVD,LOS ANGELES,FA0167333,CA,90064,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC SUSHI @ RALPH'S #210,ACTIVE,PR0157693
DAVQVNYNE,03/21/2018 12:00:00 AM,NAREK MARKET INC,94,A,1,ROUTINE INSPECTION,EE0000857,5654 HOLLYWOOD BLVD,LOS ANGELES,FA0225404,CA,90028,OW0229676,KAREN OVSEPYAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,NAREK MARKET INC,ACTIVE,PR0180727
DAVS6JJPT,03/08/2018 12:00:00 AM,ARAMARK CAFE/FOREVER 21,99,A,1,ROUTINE INSPECTION,EE0000660,3880 N MISSION RD,LOS ANGELES,FA0221475,CA,90031,OW0226565,ARAMARK,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ARAMARK CAFE/FOREVER 21,ACTIVE,PR0176462
DAVSHMPNV,03/07/2018 12:00:00 AM,RINCON OAXAQUENO #2,90,A,1,ROUTINE INSPECTION,EE0000822,6655 HOLLYWOOD BLVD STE #10,LOS ANGELES,FA0030641,CA,90028,OW0009119,"CRUZ, MARCO A.",RESTAURANT (0-30) SEATS HIGH RISK,1632,RINCON OAXAQUENO #2,ACTIVE,PR0038748
DAVTINDP8,02/14/2018 12:00:00 AM,SIMON'S RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0001049,4828 WHITTIER BLVD,LOS ANGELES,FA0159761,CA,90022,OW0124763,LUIS ENRIQUE FLORES-TRUJILLO,RESTAURANT (0-30) SEATS HIGH RISK,1632,SIMON'S RESTAURANT,ACTIVE,PR0147820
DAVU1UILJ,02/22/2018 12:00:00 AM,BARBARELLA BAR,93,A,1,ROUTINE INSPECTION,EE0000923,2601 N HYPERION AVE,LOS ANGELES,FA0058013,CA,90027,OW0003942,"BARBARELLA BAR, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,BARBARELLA BAR,ACTIVE,PR0030198
DAVUHSWTT,01/17/2018 12:00:00 AM,HIMALAYAN HUT,90,A,1,ROUTINE INSPECTION,EE0000835,7300 SUNSET BLVD # D-E,LOS ANGELES,FA0249409,CA,90046-3429,OW0243669,HIMALAYAN HUT LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,HIMALAYAN HUT,ACTIVE,PR0198144
DAVUJCR3E,03/21/2018 12:00:00 AM,THE PIE HOLE,97,A,1,ROUTINE INSPECTION,EE0000709,6314 HOLLYWOOD BLVD,LOS ANGELES,FA0225514,CA,90028,OW0229770,"THE PIE HOLE, LLC",RESTAURANT (31-60) SEATS MODERATE RISK,1634,THE PIE HOLE,ACTIVE,PR0180846
DAVUUTPQJ,01/05/2018 12:00:00 AM,CHECKER'S LOUNGE,98,A,1,ROUTINE INSPECTION,EE0000721,535 S GRAND AVE,LOS ANGELES,FA0059558,CA,90017,OW0007938,CHSP TRS LOS ANGELES LLC,RESTAURANT (61-150) SEATS LOW RISK,1636,CHECKER'S LOUNGE,ACTIVE,PR0014905
DAVV6PDA1,01/16/2018 12:00:00 AM,KOGINARA,85,B,1,ROUTINE INSPECTION,EE0000531,3101 W 8TH ST,LOS ANGELES,FA0243022,CA,90005-1902,OW0178642,JIN HAENG JO,RESTAURANT (31-60) SEATS HIGH RISK,1635,KOGINARA,ACTIVE,PR0191246
DAVVAJKRJ,01/04/2018 12:00:00 AM,OCHA CLASSIC RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000531,837 S VERMONT AVE,LOS ANGELES,FA0042332,CA,90005,OW0005048,"BOONYINDEE, PRAPAI",RESTAURANT (61-150) SEATS HIGH RISK,1638,OCHA CLASSIC RESTAURANT,ACTIVE,PR0025826
DAVVFDAZV,03/08/2018 12:00:00 AM,CHAYA PLAYA,97,A,1,ROUTINE INSPECTION,EE0000117,5353 GROSVENOR BLVD,LOS ANGELES,FA0142133,CA,90066-6913,OW0105320,TBWA CHAIT/DAY,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHAYA PLAYA,ACTIVE,PR0127844
DAVVQIU0X,01/19/2018 12:00:00 AM,TACOS TU MADRE,95,A,1,ROUTINE INSPECTION,EE0000846,1824 N VERMONT AVE,LOS ANGELES,FA0223991,CA,90027-4213,OW0228566,"TACOS TU MADRE, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS TU MADRE,ACTIVE,PR0179150
DAVW0HD9C,01/17/2018 12:00:00 AM,SURFSIDE VENICE,91,A,1,ROUTINE INSPECTION,EE0000894,23 WINDWARD AVE,LOS ANGELES,FA0249116,CA,90291,OW0243418,SURFSIDE BAR AND GRILL INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,SURFSIDE VENICE,ACTIVE,PR0197821
DAVW0SWQQ,01/25/2018 12:00:00 AM,SPRING TIME IN NY,93,A,1,ROUTINE INSPECTION,EE0000721,557 S SPRING ST,LOS ANGELES,FA0165000,CA,90013,OW0128291,"SPRING TIME IN NY CAFE, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SPRING TIME IN NEW YORK,ACTIVE,PR0153303
DAVW5BTEL,01/29/2018 12:00:00 AM,ASIA KITCHEN,92,A,1,ROUTINE INSPECTION,EE0000144,11279 VENICE BLVD,LOS ANGELES,FA0178618,CA,90066,OW0184334,XIGE YANG,RESTAURANT (0-30) SEATS HIGH RISK,1632,ASIA KITCHEN,ACTIVE,PR0172086
DAVWPFEV9,01/11/2018 12:00:00 AM,MCDONALD'S #39/#2238,95,A,1,ROUTINE INSPECTION,EE0000955,6904 LA TIJERA BLVD,LOS ANGELES,FA0038303,CA,90045,OW0017891,"JONES, FRANCES R",RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALDS #39/#2238,ACTIVE,PR0010212
DAVWV4IWQ,01/25/2018 12:00:00 AM,POLKA RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000923,4112 VERDUGO RD,LOS ANGELES,FA0028889,CA,90065,OW0005402,BUDNY MICHAL ADAM,RESTAURANT (31-60) SEATS HIGH RISK,1635,POLKA RESTAURANT,ACTIVE,PR0044198
DAVXMKFH3,02/12/2018 12:00:00 AM,TROIS FAMILIA,93,A,1,ROUTINE INSPECTION,EE0000904,3510 W SUNSET BLVD,LOS ANGELES,FA0178536,CA,90026,OW0184268,TROIS MEX LP,RESTAURANT (31-60) SEATS HIGH RISK,1635,TROIS FAMILIA,ACTIVE,PR0171987
DAVXOJ1JW,01/03/2018 12:00:00 AM,PRESTON'S MAIN KITCHEN,99,A,1,ROUTINE INSPECTION,EE0000835,1755 N HIGHLAND AVE,LOS ANGELES,FA0045118,CA,90028,OW0022046,"LOEWS HOLLYWOOD HOTEL, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,PRESTON'S,ACTIVE,PR0015707
DAVXY1UWU,01/24/2018 12:00:00 AM,AFC SUSHI AT RALPH'S #22,93,A,1,ROUTINE INSPECTION,EE0000721,645 W 9TH ST # 101,LOS ANGELES,FA0002927,CA,90015,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC SUSHI AT RALPH'S #22,ACTIVE,PR0039435
DAVYF0QLD,01/10/2018 12:00:00 AM,TALPA MEAT MARKET,84,B,1,ROUTINE INSPECTION,EE0001049,4501 WHITTIER BLVD #C,LOS ANGELES,FA0136898,CA,90022,OW0101352,"PALOMERA, SALVADOR","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,TALPA MEAT MARKET,ACTIVE,PR0120902
DAVYHPZ0W,01/09/2018 12:00:00 AM,TOMATO PIE PIZZA JOINT,90,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826
DAVYROOHQ,03/02/2018 12:00:00 AM,POLLO MASTER,93,A,1,ROUTINE INSPECTION,EE0001006,2131 W 6TH ST,LOS ANGELES,FA0068850,CA,90057,OW0012036,"FLORES, EFRAIN",RESTAURANT (0-30) SEATS HIGH RISK,1632,POLLO MASTER,ACTIVE,PR0012499
DAVYZ50LX,03/28/2018 12:00:00 AM,PLAZA CAFE,90,A,1,ROUTINE INSPECTION,EE0000955,5777 W CENTURY BLVD STE 104,LOS ANGELES,FA0028710,CA,90045,OW0019845,KONDOR XIUZHEN,RESTAURANT (0-30) SEATS HIGH RISK,1632,PLAZA CAFE,ACTIVE,PR0027032
DAVZO5SPX,02/12/2018 12:00:00 AM,STARFISH SUSHI,96,A,1,ROUTINE INSPECTION,EE0000846,1755 N VERMONT AVE,LOS ANGELES,FA0048853,CA,90027,OW0033950,"STARFISH VERMONT, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,STARFISH SUSHI,ACTIVE,PR0015142
DAW0KU7E2,03/01/2018 12:00:00 AM,TROIS MECS,97,A,1,ROUTINE INSPECTION,EE0000709,716 N HIGHLAND AVE,LOS ANGELES,FA0160371,CA,90038,OW0125335,"716 HIGHLAND AVENUE, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,TROIS MECS,ACTIVE,PR0148459
DAW0NJAVB,02/01/2018 12:00:00 AM,PANDA EXPRESS,95,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000633,380 WORLD WAY,LOS ANGELES,FA0241619,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PANDA EXPRESS,ACTIVE,PR0189766
DAW0PCDRN,03/22/2018 12:00:00 AM,THANK U PHO,96,A,1,ROUTINE INSPECTION,EE0000854,3522 W 8TH ST #B,LOS ANGELES,FA0166492,CA,90005,OW0129633,JUNG WOON KIM,RESTAURANT (31-60) SEATS HIGH RISK,1635,THANK U PHO,ACTIVE,PR0156804
DAW11UUGN,01/05/2018 12:00:00 AM,MARU COFFEE,97,A,1,ROUTINE INSPECTION,EE0000846,1936 HILLHURST AVE,LOS ANGELES,FA0241074,CA,90027-2712,OW0237062,"JEM PROJECT, INC",RESTAURANT (0-30) SEATS LOW RISK,1630,MARU COFFEE,ACTIVE,PR0189150
DAW1O9NMZ,02/26/2018 12:00:00 AM,EAST WEST FISH MARKFET,90,A,1,ROUTINE INSPECTION,EE0001025,5950 NORMANDIE AVE,LOS ANGELES,FA0170078,CA,90044,OW0133039,JMAAB ENTERPRISE INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,EAST WEST FISH MARKFET,ACTIVE,PR0160533
DAW27PFVY,03/29/2018 12:00:00 AM,WHOLE FOODS MARKET,100,A,1,ROUTINE INSPECTION,EE0000721,770 S GRAND AVE,LOS ANGELES,FA0179599,CA,90014,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,WHOLE FOODS MARKET- BAKERY,ACTIVE,PR0173229
DAW2AI8WZ,03/12/2018 12:00:00 AM,SABOR NICARAGUENSE RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000723,1927 W WESTERN AVE STE 1,LOS ANGELES,FA0255278,CA,90018-1557,OW0248284,CALIXTA VILLANUEVA,RESTAURANT (0-30) SEATS HIGH RISK,1632,SABOR NICARAGUENSE RESTAURANT,ACTIVE,PR0204909
DAW2FXCJC,03/07/2018 12:00:00 AM,LA SERENATA DE GERIBALDI,95,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000338,10924 W PICO BLVD,LOS ANGELES,FA0250501,CA,90064,OW0244603,LA SERENATA DE GERIBALDI INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,LA SERENATA DE GERIBALDI,ACTIVE,PR0199496
DAW2VV513,02/07/2018 12:00:00 AM,SUN HA JANG,96,A,1,ROUTINE INSPECTION,EE0000854,4032 W OLYMPIC BLVD,LOS ANGELES,FA0035037,CA,90019,OW0040081,"YUSS, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUN HA JANG,ACTIVE,PR0045022
DAW3VC74R,02/23/2018 12:00:00 AM,ARGENTINIAN EMPANADAS,96,A,1,ROUTINE INSPECTION,EE0000727,2513 S ROBERTSON BLVD,LOS ANGELES,FA0007004,CA,90034,OW0035551,THE EMPANADA FACTORY CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,ARGENTINIAN EMPANADAS,ACTIVE,PR0006856
DAW4WFGVR,03/28/2018 12:00:00 AM,MI POBLANITA,91,A,1,ROUTINE INSPECTION,EE0001025,112 E 58TH ST,LOS ANGELES,FA0040525,CA,90011,OW0024045,"MEDINA-PAZOG, PATRICIA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI POBLANITA,ACTIVE,PR0002318
DAW65FHTT,03/08/2018 12:00:00 AM,MI CUSCATLAN,93,A,1,ROUTINE INSPECTION,EE0000884,1436 S VERMONT AVE,LOS ANGELES,FA0252325,CA,90006,OW0246114,CARLOS CASTRO,RESTAURANT (61-150) SEATS HIGH RISK,1638,MI CUSCATLAN,ACTIVE,PR0201586
DAW7AXRHL,02/15/2018 12:00:00 AM,BARCITO,90,A,1,ROUTINE INSPECTION,EE0000721,403 W 12TH ST,LOS ANGELES,FA0177224,CA,90015,OW0183179,"BARCITO, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,BARCITO,ACTIVE,PR0170188
DAW7EOQNJ,01/22/2018 12:00:00 AM,SWEETGREEN,92,A,1,ROUTINE INSPECTION,EE0000709,6115 W SUNSET BLVD # 130,LOS ANGELES,FA0179114,CA,90028-6423,OW0184731,"SWEETGREEN LA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SWEETGREEN,ACTIVE,PR0172668
DAW7G0AEA,03/21/2018 12:00:00 AM,BIRRIERIA CHALIO,90,A,1,ROUTINE INSPECTION,EE0000557,3580 E 1ST ST,LOS ANGELES,FA0005767,CA,90063,OW0022500,"LUIS, MARIA J",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRRIERIA CHALIO,ACTIVE,PR0031076
DAWATUUQM,01/10/2018 12:00:00 AM,THE PHOENIX,93,A,1,ROUTINE INSPECTION,EE0000468,8480 W 3RD ST,LOS ANGELES,FA0223035,CA,90048,OW0227787,"THE PHOENIX REST. & BAR, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,THE PHOENIX,ACTIVE,PR0178077
DAWB0BPKX,02/13/2018 12:00:00 AM,AFC AT RALPHS#100,98,A,1,ROUTINE INSPECTION,EE0000835,7257 W SUNSET BLVD,LOS ANGELES,FA0167306,CA,90046,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC AT RALPHS#100,ACTIVE,PR0157666
DAWBKWFTE,02/02/2018 12:00:00 AM,LA COLOMBE,99,A,1,ROUTINE INSPECTION,EE0000904,3900 W SUNSET BLVD,LOS ANGELES,FA0255265,CA,90039,OW0248277,"LA COLOMBE TORREFACTION, INC",RESTAURANT (0-30) SEATS LOW RISK,1630,LA COLOMBE,ACTIVE,PR0204893
DAWBNRR6J,01/08/2018 12:00:00 AM,WIEN DOWNTOWN,90,A,1,ROUTINE INSPECTION,EE0000740,1212 S STANFORD AVE STE 101,LOS ANGELES,FA0054695,CA,90021,OW0025120,MORNING ISLAND INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,WIEN DOWNTOWN,ACTIVE,PR0046482
DAWBT5ZXF,01/31/2018 12:00:00 AM,DON FRANCISCO'S CAFE,96,A,1,ROUTINE INSPECTION,EE0000721,541 S SPRING ST # 124,LOS ANGELES,FA0249009,CA,90013,OW0243325,"DF ROASTERS, LP",RESTAURANT (0-30) SEATS HIGH RISK,1632,DON FRANCISCO'S CAFE,ACTIVE,PR0197716
DAWC6PPTO,02/01/2018 12:00:00 AM,POKEMOLE,94,A,1,ROUTINE INSPECTION,EE0001006,530 S OCCIDENTAL BLVD,LOS ANGELES,FA0242488,CA,90057-3502,OW0238094,"LYN  RESTAURANT GROUP, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,POKEMOLE,ACTIVE,PR0190665
DAWDHQQD2,03/29/2018 12:00:00 AM,CBC EAGLE ROCK,98,A,1,ROUTINE INSPECTION,EE0000162,1351 COLORADO BLVD,LOS ANGELES,FA0177634,CA,90041,OW0183547,CBC EAGLE ROCK INC,RESTAURANT (0-30) SEATS LOW RISK,1630,CBC EAGLE ROCK,ACTIVE,PR0170670
DAWEAOSY0,01/30/2018 12:00:00 AM,GRILLED FRAICHE,95,A,1,ROUTINE INSPECTION,EE0000729,5800 W WEST BLVD,LOS ANGELES,FA0243560,CA,90043,OW0238843,GRILLED FRAICHE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GRILLED FRAICHE,ACTIVE,PR0191771
DAWEEUZZL,03/01/2018 12:00:00 AM,ERIN MCKENNA'S BAKERY NYC,94,A,1,ROUTINE INSPECTION,EE0000828,236 N LARCHMONT BLVD,LOS ANGELES,FA0007771,CA,90004,OW0003635,BABY CAKES LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ERIN MCKENNA'S BAKERY NYC,ACTIVE,PR0033565
DAWEMJ0SA,01/24/2018 12:00:00 AM,HOTEL SOFITEL L A RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000957,8555 W BEVERLY BLVD,LOS ANGELES,FA0063714,CA,90048,OW0022271,LOS ANGELES MAISON INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,HOTEL SOFITEL L A RESTAURANT,ACTIVE,PR0010977
DAWETBIOR,02/14/2018 12:00:00 AM,BOTANICA,92,A,1,ROUTINE INSPECTION,EE0000904,1620 SILVER LAKE BLVD,LOS ANGELES,FA0246018,CA,90026-1311,OW0240974,"BOTANICA FOODS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,BOTANICA - RESTAURANT,ACTIVE,PR0194425
DAWFAAJOR,01/10/2018 12:00:00 AM,FAMILY DOLLAR #11527,97,A,1,ROUTINE INSPECTION,EE0001064,7300 S WESTERN AVE,LOS ANGELES,FA0250613,CA,90047,OW0011563,FAMILY DOLLAR INC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,FAMILY DOLLAR #11527,ACTIVE,PR0199626
DAWFCQHSP,02/13/2018 12:00:00 AM,TAQUERIA LA CHISPITA,90,A,1,ROUTINE INSPECTION,EE0000912,1157 N WESTERN AVE,LOS ANGELES,FA0165483,CA,90029,OW0128743,JUAN NUNEZ ALVARADO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA LA CHISPITA,ACTIVE,PR0153810
DAWFESWVN,01/10/2018 12:00:00 AM,PIZZA HUT #26205,96,A,1,ROUTINE INSPECTION,EE0000740,5130 HUNTINGTON DR S,LOS ANGELES,FA0044241,CA,90032,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT #26205,ACTIVE,PR0045726
DAWFKFVEG,02/22/2018 12:00:00 AM,TIP'S HOUSE,96,A,1,ROUTINE INSPECTION,EE0000869,3970 W 6TH ST,LOS ANGELES,FA0072623,CA,90020,OW0017722,"JIRASUPAKORN, KANNIKA",RESTAURANT (31-60) SEATS HIGH RISK,1635,TIP'S HOUSE,ACTIVE,PR0001198
DAWFNNJCD,03/08/2018 12:00:00 AM,CAFE SUWARNIE,97,A,1,ROUTINE INSPECTION,EE0001003,4057 W 3RD ST,LOS ANGELES,FA0243123,CA,90020,OW0238619,BOK NAM CHOE,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE SUWARNIE,ACTIVE,PR0191351
DAWG70S4V,01/17/2018 12:00:00 AM,BEST LA KITCHEN,98,A,1,ROUTINE INSPECTION,EE0000723,696 S ALVARADO ST,LOS ANGELES,FA0158094,CA,90057,OW0123193,BEST BBQ EXPRESS,RESTAURANT (31-60) SEATS HIGH RISK,1635,BEST LA KITCHEN,ACTIVE,PR0146184
