serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAWHCSUDW,03/27/2018 12:00:00 AM,QUICK STOP BURGERS #1,95,A,1,ROUTINE INSPECTION,EE0001073,7651 S SAN PEDRO ST,LOS ANGELES,FA0257915,CA,90003,OW0250219,JOSE DE LA CRUZ GARCIA,RESTAURANT (0-30) SEATS HIGH RISK,1632,QUICK STOP BURGERS #1,ACTIVE,PR0207866
DAWIGFOBL,03/22/2018 12:00:00 AM,PUSAN JOBANG NAK GOP SAE,96,A,1,ROUTINE INSPECTION,EE0000854,3516 W 8TH ST # A,LOS ANGELES,FA0245671,CA,90005,OW0240676,"RJ OCEAN, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,PUSAN JOBANG NAK GOP SAE,ACTIVE,PR0194040
DAWIQI11O,01/25/2018 12:00:00 AM,CARL'S JR #7372,95,A,1,ROUTINE INSPECTION,EE0000950,5633 E WHITTIER BLVD,LOS ANGELES,FA0007666,CA,90022,OW0014911,HARSHAD & NASIR INC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARL'S JR,ACTIVE,PR0035737
DAWIS7CXW,02/28/2018 12:00:00 AM,LITTLE FARMERS MARKET,94,A,1,ROUTINE INSPECTION,EE0001049,619 S ATLANTIC BLVD,LOS ANGELES,FA0175565,CA,90022,OW0182115,"KPATH PROPERTIES, INC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,LITTLE FARMERS MARKET,ACTIVE,PR0168723
DAWKV6BAS,03/09/2018 12:00:00 AM,LA CONVENTION CENTER,95,A,1,ROUTINE INSPECTION,EE0000633,1201 S FIGUEROA ST,LOS ANGELES,FA0156500,CA,90015,OW0121804,LEVY PREMIUM FOOD SERVICE LP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LA CONVENTION CENTER COMPASS CAFE,ACTIVE,PR0151559
DAWKYKMXJ,02/22/2018 12:00:00 AM,DUNE LOS ANGELES,97,A,1,ROUTINE INSPECTION,EE0000523,3143 GLENDALE BLVD,LOS ANGELES,FA0163526,CA,90039-1805,OW0127131,SCOTT ANTHONY ZWIEZEN,RESTAURANT (0-30) SEATS HIGH RISK,1632,DUNE LOS ANGELES,ACTIVE,PR0151746
DAWLAPCNT,01/25/2018 12:00:00 AM,PANDA GARDEN,94,A,1,ROUTINE INSPECTION,EE0000195,12003 S AVALON BLVD STE 102,LOS ANGELES,FA0250366,CA,90061,OW0244494,WANDA FOOD INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA GARDEN,ACTIVE,PR0199345
DAWLLIDOL,01/17/2018 12:00:00 AM,SHUTO IZAKAYA,90,A,1,ROUTINE INSPECTION,EE0000869,3869 WILSHIRE BLVD,LOS ANGELES,FA0244467,CA,90010,OW0239670,UWSTE 200 INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SHUTO IZAKAYA,ACTIVE,PR0192758
DAWMSD3LR,01/25/2018 12:00:00 AM,JACK IN THE BOX #3230,97,A,1,ROUTINE INSPECTION,EE0000721,2120 W PICO BLVD,LOS ANGELES,FA0030878,CA,90006,OW0025809,"NEMATZADEH ENTERPRISES, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,JACK IN THE BOX #3230,ACTIVE,PR0002022
DAWMTOKFN,02/20/2018 12:00:00 AM,LA PARISIENNE,92,A,1,ROUTINE INSPECTION,EE0000059,8647 W PICO BLVD,LOS ANGELES,FA0256390,CA,90035,OW0249097,RELY PARISIAN LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA PARISIENNE,ACTIVE,PR0206180
DAWMZJVBD,02/22/2018 12:00:00 AM,SUBWAY SANDWICHES #28617,95,A,1,ROUTINE INSPECTION,EE0000699,3323 WILSHIRE BLVD,LOS ANGELES,FA0071262,CA,90010,OW0005591,C G INVESTMENTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY SANDWICHES #28617,ACTIVE,PR0015832
DAWNFOPLB,03/22/2018 12:00:00 AM,TRAMP STAMP GRANNY'S,97,A,1,ROUTINE INSPECTION,EE0000709,1638 N CAHUENGA BLVD,LOS ANGELES,FA0252759,CA,90028,OW0246452,DAMN MESS LLC,RESTAURANT (31-60) SEATS LOW RISK,1633,TRAMP STAMP GRANNY'S,ACTIVE,PR0202109
DAWOQEUIU,01/23/2018 12:00:00 AM,ROOSEVELT CAFE,93,A,1,ROUTINE INSPECTION,EE0000697,2650 N VERMONT AVE,LOS ANGELES,FA0249406,CA,90027,OW0243666,ROOSEVELT CAFE INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,ROOSEVELT CAFE,ACTIVE,PR0198141
DAWOZR8QA,03/30/2018 12:00:00 AM,BIG 8,93,A,1,ROUTINE INSPECTION,EE0000857,5445 HOLLYWOOD BLVD STE A,LOS ANGELES,FA0255809,CA,90027,OW0248664,BIG EIGHT INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,BIG 8,ACTIVE,PR0205532
DAWP4JEDE,02/23/2018 12:00:00 AM,EMIRATES LOUNGE,91,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY BOX S-7,LOS ANGELES,FA0166843,CA,90045,OW0129935,COMPASS USA INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,EMIRATES LOUNGE,ACTIVE,PR0157171
DAWP9MVBJ,03/21/2018 12:00:00 AM,DRAGON FLOWER,84,B,1,ROUTINE INSPECTION,EE0000904,3500 W SUNSET BLVD,LOS ANGELES,FA0242489,CA,90026-2106,OW0238095,MEI RESTAURANTS LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,DRAGON FLOWER,ACTIVE,PR0190666
DAWPCU8KA,02/26/2018 12:00:00 AM,WHOLE FOODS MARKET,97,A,1,ROUTINE INSPECTION,EE0000144,11666 NATIONAL BLVD,LOS ANGELES,FA0025809,CA,90064,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,WHOLE FOODS MARKET - DELI DEPT,ACTIVE,PR0042697
DAWPEQ0IL,03/30/2018 12:00:00 AM,LA COCINA DEL SERENO,90,A,1,ROUTINE INSPECTION,EE0000740,4989 HUNTINGTON DR N,LOS ANGELES,FA0203821,CA,90032,OW0208938,DORY COCINA INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,LA COCINA DEL SERENO,ACTIVE,PR0176358
DAWPFTTRS,01/09/2018 12:00:00 AM,YUCHUN,90,A,1,ROUTINE INSPECTION,EE0000946,698 S VERMONT AVE STE 111,LOS ANGELES,FA0249092,CA,90005,OW0243395,413 ENTERPRISES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,YUCHUN,ACTIVE,PR0197801
DAWPI0QWS,03/07/2018 12:00:00 AM,GAJU SUSHI & UDON,95,A,1,ROUTINE INSPECTION,EE0000869,450 S WESTERN AVE,LOS ANGELES,FA0242595,CA,90020,OW0238188,TRIPLE ANGELES INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,GAJU SUSHI & UDON,ACTIVE,PR0190787
DAWPSJEPO,02/12/2018 12:00:00 AM,THE SIDEWALK GRILL,95,A,1,ROUTINE INSPECTION,EE0000846,1727 N VERMONT AVE STE 102,LOS ANGELES,FA0072472,CA,90027,OW0032497,SHEKARCHI EIMON M.,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE SIDEWALK GRILL,ACTIVE,PR0030782
DAWQGY3SX,01/11/2018 12:00:00 AM,THE SECRET,95,A,1,ROUTINE INSPECTION,EE0001003,3950 BEVERLY BLVD,LOS ANGELES,FA0223631,CA,90004,OW0228246,KJO CORPORATION,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE SECRET,ACTIVE,PR0178764
DAWQJXHVP,01/25/2018 12:00:00 AM,BABLU CAFE,97,A,1,ROUTINE INSPECTION,EE0000117,1040 N LAS PALMAS AVE,LOS ANGELES,FA0141725,CA,90038-2409,OW0104874,"SINGER, ALAN",RESTAURANT (0-30) SEATS HIGH RISK,1632,BABLU CAFE,ACTIVE,PR0128014
DAWQQZVIY,01/30/2018 12:00:00 AM,WOLFGANG PUCK EXPRESS,96,A,1,ROUTINE INSPECTION,EE0000117,308 WESTWOOD PLZ # 1390L,LOS ANGELES,FA0138414,CA,90024,OW0101772,UCLAWP LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,WOLFGANG PUCK EXPRESS,ACTIVE,PR0122727
DAWQWG0V0,03/21/2018 12:00:00 AM,GOLDEN ROAD BREWING,96,A,1,ROUTINE INSPECTION,EE0000697,5410 W SAN FERNANDO RD,LOS ANGELES,FA0015281,CA,90039,OW0009215,CUSTOM CALIFORNIA CRAFT BEER,RESTAURANT (61-150) SEATS HIGH RISK,1638,GOLDEN ROAD BREWING,ACTIVE,PR0000088
DAWQXPUN3,02/08/2018 12:00:00 AM,CORNER BAKERY  CAFE,93,A,1,ROUTINE INSPECTION,EE0000468,100 N LA CIENEGA BLVD B111,LOS ANGELES,FA0167487,CA,90048-1938,OW0006589,CBC RESTAURANT CORP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CORNER BAKERY  CAFE,ACTIVE,PR0157855
DAWRKCTEL,03/07/2018 12:00:00 AM,NAT'S THAI FOOD,95,A,1,ROUTINE INSPECTION,EE0000709,1123 N VINE ST STE #11,LOS ANGELES,FA0026097,CA,90038,OW0033855,"SRIDAKUN, TASANEE",RESTAURANT (0-30) SEATS HIGH RISK,1632,NAT'S THAI FOOD,ACTIVE,PR0045463
DAWRMVTWB,01/11/2018 12:00:00 AM,INDOCHINE VIEN,93,A,1,ROUTINE INSPECTION,EE0000523,3110 GLENDALE BLVD,LOS ANGELES,FA0018014,CA,90039,OW0016968,INDOCHINE VIEW LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,INDOCHINE VIEN,ACTIVE,PR0025962
DAWSBJP0P,02/13/2018 12:00:00 AM,THE LITTLE BEAST RESTAURANT,95,A,1,ROUTINE INSPECTION,EE0000162,1496 COLORADO BLVD,LOS ANGELES,FA0138562,CA,90041,OW0101904,THE LITTLE BEAST RESTAURANT INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE LITTLE BEAST RESTAURANT,ACTIVE,PR0122898
DAWSIWIN0,01/10/2018 12:00:00 AM,STARBUCKS COFFEE #5491,94,A,1,ROUTINE INSPECTION,EE0000836,5301 W CENTINELA AVE,LOS ANGELES,FA0048820,CA,90045,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (31-60) SEATS LOW RISK,1633,STARBUCKS COFFEE #5491,ACTIVE,PR0033090
DAWT0JAC6,03/02/2018 12:00:00 AM,STARBUCKS COFFEE #14211,97,A,1,ROUTINE INSPECTION,EE0000733,8844 S SEPULVEDA BLVD,LOS ANGELES,FA0034353,CA,90045,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS COFFEE#14211,ACTIVE,PR0003831
DAWTQY4PK,03/05/2018 12:00:00 AM,LOS JUANES RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000950,6508 E WHITTIER BLVD,LOS ANGELES,FA0022778,CA,90022,OW0029599,"RAMIREZ, JUAN",RESTAURANT (0-30) SEATS HIGH RISK,1632,LOS JUANES RESTAURANT,ACTIVE,PR0044196
DAWUCB2B6,01/18/2018 12:00:00 AM,ELYSIAN RESTAURANT,98,A,1,ROUTINE INSPECTION,EE0000523,2806 CLEARWATER ST,LOS ANGELES,FA0158891,CA,90039,OW0123938,ELYSIAN LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ELYSIAN RESTAURANT,ACTIVE,PR0146971
DAWUL01PB,03/29/2018 12:00:00 AM,VITO'S PIZZA,92,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000726,846 N LA CIENEGA BLVD,LOS ANGELES,FA0040019,CA,90069,OW0010052,DIDONATO VITO,RESTAURANT (0-30) SEATS HIGH RISK,1632,VITO'S PIZZA,ACTIVE,PR0015003
DAWV6AOUM,02/08/2018 12:00:00 AM,LOS COMALES CAFE #2,90,A,1,ROUTINE INSPECTION,EE0000531,3329 W 8TH ST,LOS ANGELES,FA0022761,CA,90005,OW0015206,"HENRIQUEZ, JOSE ORLANDO",RESTAURANT (31-60) SEATS HIGH RISK,1635,LOS COMALES CAFE #2,ACTIVE,PR0030094
DAWVBRZVH,02/07/2018 12:00:00 AM,PATIO BURGERS AND BEER,95,A,1,ROUTINE INSPECTION,EE0000923,4541 EAGLE ROCK BLVD,LOS ANGELES,FA0163532,CA,90041,OW0127136,DIMITRI DEAN STEPHENSON,RESTAURANT (31-60) SEATS HIGH RISK,1635,PATIO BURGERS AND BEER,ACTIVE,PR0151753
DAWVCO1MQ,02/08/2018 12:00:00 AM,THE CONTINENTAL CLUB,95,A,1,ROUTINE INSPECTION,EE0000721,116 W 4TH ST,LOS ANGELES,FA0156517,CA,90013,OW0121815,THE GRAVE MAURICE LLC,RESTAURANT (61-150) SEATS LOW RISK,1636,THE CONTINENTAL CLUB,ACTIVE,PR0144189
DAWVGQS6N,01/18/2018 12:00:00 AM,LOS MOLCAJETES #2,90,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0001049,5116 E BEVERLY BLVD,LOS ANGELES,FA0037104,CA,90022,OW0014396,"GUZMAN, ANA DOLORES",RESTAURANT (31-60) SEATS HIGH RISK,1635,LOS MOLCAJETES #2,ACTIVE,PR0010527
DAWVKQBD9,03/22/2018 12:00:00 AM,VERVE COFFEE ROASTERS,93,A,1,ROUTINE INSPECTION,EE0000468,8049 W 3RD ST,LOS ANGELES,FA0177602,CA,90048,OW0183515,VCR CAFES LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,VERVE COFFEE ROASTERS,ACTIVE,PR0170634
DAWVZ1EWY,01/02/2018 12:00:00 AM,PANDA EXPRESS # 248,98,A,1,ROUTINE INSPECTION,EE0000721,350 S GRAND AVE # # R1A,LOS ANGELES,FA0043096,CA,90071,OW0027458,PANDA EXPRESS INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,PANDA EXPRESS # 248,ACTIVE,PR0042506
DAWW8ARXW,01/10/2018 12:00:00 AM,BUDDHA BELLY RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000721,724 S SPRING ST STE 112,LOS ANGELES,FA0250753,CA,90014,OW0244808,BUDDHA BELLY LA,RESTAURANT (0-30) SEATS HIGH RISK,1632,BUDDHA BELLY RESTAURANT,ACTIVE,PR0199786
DAWWB7O9N,01/31/2018 12:00:00 AM,LUCKY RICECAKE,93,A,1,ROUTINE INSPECTION,EE0000722,476 N WESTERN AVE,LOS ANGELES,FA0243771,CA,90004,OW0239020,SEUNG HEON PARK,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LUCKY RICECAKE,ACTIVE,PR0192019
DAWWDLK3E,01/16/2018 12:00:00 AM,VONS MARKET #2665,97,A,1,ROUTINE INSPECTION,EE0000904,4520 W SUNSET BLVD,LOS ANGELES,FA0040047,CA,90027,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,VONS #2665 DELI,ACTIVE,PR0027065
DAWWL5J4M,02/12/2018 12:00:00 AM,EL FAMOSO TEXCOCO,90,A,1,ROUTINE INSPECTION,EE0001025,216 W SLAUSON AVE,LOS ANGELES,FA0226208,CA,90003,OW0230376,ISABEL CASTELLANOS ARENAS,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL FAMOSO TEXCOCO,ACTIVE,PR0181528
DAWXBEZRV,03/08/2018 12:00:00 AM,CAFE AZUCENA,95,A,1,ROUTINE INSPECTION,EE0000723,4040 W WASHINGTON BLVD STE #38,LOS ANGELES,FA0058902,CA,90018,OW0009111,"CRUZ, JUANA MATIAS",RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE AZUCENA,ACTIVE,PR0046568
DAWYC0QL7,03/27/2018 12:00:00 AM,THE SYCAMORE KITCHEN,96,A,1,ROUTINE INSPECTION,EE0000828,143 S LA BREA AVE,LOS ANGELES,FA0051785,CA,90036,OW0000411,143 S LA BREA INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE SYCAMORE KITCHEN,ACTIVE,PR0024823
DAWYFAYKV,02/05/2018 12:00:00 AM,EL 7 MARES SUNSET,95,A,1,ROUTINE INSPECTION,EE0000904,3143 W SUNSET BLVD,LOS ANGELES,FA0139093,CA,90026,OW0102352,"DARK CRUSTY & BUTTERY, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,EL 7 MARES SUNSET,ACTIVE,PR0123473
DAWYW5O6B,01/10/2018 12:00:00 AM,THE DRAWING ROOM,94,A,1,ROUTINE INSPECTION,EE0000846,1800 N HILLHURST AVE,LOS ANGELES,FA0072227,CA,90027,OW0029218,"QUAN, MONTE",RESTAURANT (31-60) SEATS LOW RISK,1633,THE DRAWING ROOM,ACTIVE,PR0041447
DAWYZ6QEL,02/13/2018 12:00:00 AM,ROLL CALL,96,A,1,ROUTINE INSPECTION,EE0000946,3183 WILSHIRE BLVD STE 186,LOS ANGELES,FA0242617,CA,90010,OW0238207,MAYD IT INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ROLL CALL,ACTIVE,PR0190808
DAWZL91UD,01/03/2018 12:00:00 AM,HUDSON GROUP,98,A,1,ROUTINE INSPECTION,EE0000633,300 WORLD WAY,LOS ANGELES,FA0028752,CA,90045,OW0001906,"AIRPORT MANAGEMENT SERVICES, LLC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,HUDSON NEWS #507,ACTIVE,PR0017896
DAWZTDNMV,02/02/2018 12:00:00 AM,CIABATTA BAR,91,A,1,ROUTINE INSPECTION,EE0000633,200 WORLD WAY # 233,LOS ANGELES,FA0175813,CA,90045,OW0009036,"CREWS OF CALIFORNIA, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,CIABATTA BAR,ACTIVE,PR0169024
DAWZUUQ5T,03/01/2018 12:00:00 AM,MALIBU FISH GRILL,97,A,1,ROUTINE INSPECTION,EE0000709,6803 W MELROSE AVE,LOS ANGELES,FA0136830,CA,90038,OW0099547,MALIBU FISH GRILL 1,RESTAURANT (31-60) SEATS HIGH RISK,1635,MALIBU FISH GRILL,ACTIVE,PR0120838
DAX0QCDIH,02/06/2018 12:00:00 AM,ELF CAFE,96,A,1,ROUTINE INSPECTION,EE0000923,2135 W SUNSET BLVD,LOS ANGELES,FA0012897,CA,90026,OW0034081,STRAND JENNIFER,RESTAURANT (0-30) SEATS HIGH RISK,1632,ELF CAFE,ACTIVE,PR0009793
DAX0VPAWA,02/22/2018 12:00:00 AM,STICKY RICE,87,B,1,ROUTINE INSPECTION,EE0000721,317 S BROADWAY STE #C-4-,LOS ANGELES,FA0034576,CA,90013,OW0036745,DAVID TEWASART,RESTAURANT (0-30) SEATS HIGH RISK,1632,STICKY RICE,ACTIVE,PR0047324
DAX15Y8NO,02/01/2018 12:00:00 AM,MEALS BY GENET INC,97,A,1,ROUTINE INSPECTION,EE0000853,1053 S FAIRFAX AVE,LOS ANGELES,FA0225645,CA,90019,OW0229894,MEALS BY GENET INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MEALS BY GENET,ACTIVE,PR0180957
DAX1JHVWA,02/15/2018 12:00:00 AM,JAMBA JUICE #425,93,A,1,ROUTINE INSPECTION,EE0000857,5453 HOLLYWOOD BLVD STE C,LOS ANGELES,FA0175818,CA,90027,OW0182302,"JUICE TO GO, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,JAMBA JUICE #425,ACTIVE,PR0169031
DAX2D2Q9B,01/23/2018 12:00:00 AM,LA PUPUSA LOCA,85,B,1,ROUTINE INSPECTION,EE0000912,5716 SANTA MONICA BLVD,LOS ANGELES,FA0065301,CA,90038,OW0009559,"DE LA NUEZ, SONIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA PUPUSA LOCA,ACTIVE,PR0044354
DAX31U8TI,03/01/2018 12:00:00 AM,GINGERGRASS SILVERLAKE LLC,84,B,1,ROUTINE INSPECTION,EE0000923,2396 GLENDALE BLVD,LOS ANGELES,FA0024904,CA,90039,OW0013262,GINGERGRASS SILVERLAKE LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,GINGERGRASS SILVERLAKE LLC,ACTIVE,PR0030777
DAX3GONFD,03/19/2018 12:00:00 AM,YEN SUSHI & SAKE BAR,90,A,1,ROUTINE INSPECTION,EE0000727,9618 W PICO BLVD STE 509,LOS ANGELES,FA0055665,CA,90035,OW0023835,"MAYC CENTURY, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,YEN SUSHI & SAKE BAR,ACTIVE,PR0040520
DAX3MLKGM,01/18/2018 12:00:00 AM,L A FRESH POULTRY,96,A,1,ROUTINE INSPECTION,EE0000117,121 N VIRGIL AVE,LOS ANGELES,FA0142032,CA,90004-4811,OW0105212,"ELHAWARY, ABDEL S",RESTAURANT (0-30) SEATS HIGH RISK,1632,L A FRESH POULTRY,ACTIVE,PR0128436
DAX4PB0HO,03/22/2018 12:00:00 AM,POLLO CAMPERO,96,A,1,ROUTINE INSPECTION,EE0000857,5547 W SUNSET BLVD,LOS ANGELES,FA0252163,CA,90028,OW0245983,"POLLO CAMPERO OF CALIFORNIA, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,POLLO CAMPERO,ACTIVE,PR0201397
DAX5ADSZY,03/01/2018 12:00:00 AM,EL PALMAR SALVADOREAN RESTAURANT INC.,90,A,1,ROUTINE INSPECTION,EE0001003,3555 W 3RD ST,LOS ANGELES,FA0156825,CA,90020,OW0122061,EL PALMAR SALVADOREAN RESTAURANT INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,EL PALMAR SALVADOREAN RESTAURANT INC.,ACTIVE,PR0144495
DAX5OKY0C,01/10/2018 12:00:00 AM,RICK'S,91,A,1,ROUTINE INSPECTION,EE0000162,2700 COLORADO BLVD UNIT 117,LOS ANGELES,FA0245292,CA,90041,OW0240361,RICHARD CRUZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,RICK'S,ACTIVE,PR0193679
DAX5UZLLQ,01/02/2018 12:00:00 AM,VIRGIL FARM MARKET,94,A,1,ROUTINE INSPECTION,EE0000893,868 N VIRGIL AVE,LOS ANGELES,FA0247869,CA,90029,OW0242390,SAMUEL MAX LIM,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,VIRGIL FARM MARKET,ACTIVE,PR0196508
DAX60L4UY,03/02/2018 12:00:00 AM,YOSHINOYA #1230,96,A,1,ROUTINE INSPECTION,EE0001003,4202 BEVERLY BLVD,LOS ANGELES,FA0074324,CA,90004,OW0101581,"YOSHINOYA AMERICA, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,YOSHINOYA FEEF BOWL REST,ACTIVE,PR0012321
DAX6VL3L4,01/11/2018 12:00:00 AM,EL NAVEGANTE,90,A,1,ROUTINE INSPECTION,EE0000799,5900 S CENTRAL AVE,LOS ANGELES,FA0252786,CA,90001-1129,OW0246477,GRACIELA MATEOS,RESTAURANT (31-60) SEATS HIGH RISK,1635,EL NAVEGANTE,ACTIVE,PR0202145
DAX7ISEWM,03/23/2018 12:00:00 AM,HOLIDAY INN LAX,94,A,1,ROUTINE INSPECTION,EE0000925,9901 S LA CIENEGA BLVD,LOS ANGELES,FA0226520,CA,90045,OW0230633,"9901 LA CIENEGA (LA) ESONG, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,HOLIDAY INN LAX - EMPLOYEE CAFE,ACTIVE,PR0181860
DAX7LI4OW,02/15/2018 12:00:00 AM,DENNY'S #6220,96,A,1,ROUTINE INSPECTION,EE0000955,8601 BELLANCA AVE,LOS ANGELES,FA0018660,CA,90045,OW0005952,CAMILLE'S INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,DENNY'S #6220,ACTIVE,PR0039916
DAX8BSURR,03/14/2018 12:00:00 AM,SPARTINA,92,A,1,ROUTINE INSPECTION,EE0000951,7505 MELROSE AVE,LOS ANGELES,FA0179612,CA,90046,OW0185113,FOOD THINK LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SPARTINA,ACTIVE,PR0173247
DAX8GWH0J,03/21/2018 12:00:00 AM,UMEDA,98,A,1,ROUTINE INSPECTION,EE0000709,6623 MELROSE AVE,LOS ANGELES,FA0244651,CA,90038-3409,OW0239835,UMEDA RESTAURANT LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,UMEDA,ACTIVE,PR0192976
DAX8JY0FQ,02/21/2018 12:00:00 AM,EL RANCHO MICHOACANO,96,A,1,ROUTINE INSPECTION,EE0000946,2930 BEVERLY BLVD,LOS ANGELES,FA0251679,CA,90057,OW0245586,JESUS S DELGADO,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,EL RANCHO MICHOACANO MARKET,ACTIVE,PR0201549
DAX9I3HUU,01/26/2018 12:00:00 AM,ALLAN'S JUGOS,90,A,1,ROUTINE INSPECTION,EE0000740,305 E 9TH ST # 131,LOS ANGELES,FA0224541,CA,90015,OW0229000,MARGARITO MENA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ALLAN'S JUGOS,ACTIVE,PR0179783
DAXAESNUO,03/21/2018 12:00:00 AM,CINEMARK,99,A,1,ROUTINE INSPECTION,EE0000955,6081 CENTER DR STE 201,LOS ANGELES,FA0036978,CA,90045,OW0099810,"CINEMARK USA, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,CINEMARK RESTAURANT,ACTIVE,PR0027579
DAXBPBN5K,02/28/2018 12:00:00 AM,GESSO FAIRFAX,91,A,1,ROUTINE INSPECTION,EE0000951,801 N FAIRFAX AVE STE #101,LOS ANGELES,FA0044666,CA,90046,OW0028644,PITFIRE FAIRFAX LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,GESSO FAIRFAX,ACTIVE,PR0021890
DAXBZKOPP,02/06/2018 12:00:00 AM,NEW FLAVORS,90,A,1,ROUTINE INSPECTION,EE0000953,4135 S CENTINELA AVE,LOS ANGELES,FA0067509,CA,90066,OW0025854,NEW FLAVORS INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,NEW FLAVORS,ACTIVE,PR0048350
DAXC0S4UL,03/19/2018 12:00:00 AM,EL  AJI,90,A,1,ROUTINE INSPECTION,EE0000740,735 E 12TH ST # 407,LOS ANGELES,FA0177642,CA,90021,OW0183555,JULIO ALBERTO PULGAR,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL  AJI,ACTIVE,PR0170678
DAXC6QA80,01/02/2018 12:00:00 AM,NEW DONUTS,91,A,1,ROUTINE INSPECTION,EE0000366,2319 S CENTRAL AVE,LOS ANGELES,FA0248434,CA,90011,OW0242848,KUNNARY HENG,RESTAURANT (0-30) SEATS MODERATE RISK,1631,NEW DONUTS,ACTIVE,PR0197082
DAXC99N0H,01/03/2018 12:00:00 AM,SHAKE SHACK,94,A,1,ROUTINE INSPECTION,EE0000633,300 WORLD WAY # 337,LOS ANGELES,FA0248573,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SHAKE SHACK,ACTIVE,PR0197240
DAXCFNZQD,02/16/2018 12:00:00 AM,VONS MARKET #2655,98,A,1,ROUTINE INSPECTION,EE0000162,7311 N FIGUEROA ST,LOS ANGELES,FA0054446,CA,90041,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS LOW RISK,1630,VONS #2655 STARBUCKS,ACTIVE,PR0012690
